University Rank,Name of University,Location,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score
301–350,University of Milan-Bicocca,Italy,"29,057",0.1242450388265746,5%,62 : 38,47.0–48.7,0.1598557692307692,0.2004333694474539,0.935483870967742,0.0618066561014262,0.3376168224299066
301–350,Montpellier University,France,"40,179",0.0849870578084555,15%,54 : 46,47.0–48.7,0.2836538461538461,0.2838569880823401,0.7187499999999999,0.0475435816164817,0.5619158878504673
301–350,Nagoya University,Japan,"15,224",0.0534943917169974,12%,30 : 70,47.0–48.7,0.4423076923076923,0.5059588299024919,0.3921370967741935,0.9873217115689384,0.2535046728971962
301–350,Nankai University,China,"31,322",0.0470232959447799,5%,58 : 42,47.0–48.7,0.3377403846153846,0.189599133261105,0.7923387096774194,0.1473851030110935,0.3107476635514019
301–350,University of Otago,New Zealand,"18,508",0.0832614322691975,19%,60 : 40,47.0–48.7,0.2499999999999999,0.2936078006500542,0.6995967741935484,0.0301109350237717,0.8633177570093458
301–350,University of Oulu,United States,"10,134",0.083692838654012,7%,54 : 46,47.0–48.7,0.2019230769230769,0.3076923076923077,0.75,0.1584786053882725,0.5070093457943925
301–350,Politecnico di Milano,United States,"37,532",0.1078515962036238,18%,58 : 42,47.0–48.7,0.329326923076923,0.4106175514626218,0.5604838709677419,0.5974643423137875,0.5595794392523366
301–350,Reykjavík University,Iceland,"2,757",0.0970664365832614,8%,47 : 53,47.0–48.7,0.046875,0.1527627302275189,0.998991935483871,0.0190174326465927,0.669392523364486
301–350,RMIT University,Australia,"32,692",0.1000862812769629,34%,48 : 52,47.0–48.7,0.2139423076923076,0.2741061755146262,0.7157258064516129,0.1695721077654517,0.9287383177570092
301–350,University of St Gallen,Switzerland,"8,065",0.0509059534081104,34%,35 : 65,47.0–48.7,0.1995192307692307,0.1408450704225352,0.7983870967741935,0.1664025356576861,0.955607476635514
301–350,Saint Louis University,United States,"10,798",0.0301984469370146,7%,60 : 40,47.0–48.7,0.3365384615384615,0.0910075839653304,0.8931451612903226,0.0459587955625989,0.2406542056074767
301–350,University of South Australia,United States,"23,490",0.1402070750647109,21%,58 : 42,47.0–48.7,0.1370192307692307,0.3109425785482124,0.7016129032258065,0.6751188589540411,0.8574766355140186
301–350,University of Southern Queensland,Australia,"12,150",0.1104400345125107,18%,62 : 38,47.0–48.7,0.15625,0.1830985915492957,0.8538306451612903,0.0729001584786054,0.7675233644859814
301–350,Stony Brook University,United States,"25,411",0.0440034512510785,22%,52 : 48,47.0–48.7,0.266826923076923,0.2101841820151679,0.7590725806451613,0.0190174326465927,0.6471962616822431
301–350,University of Stuttgart,Germany,"16,054",0.1125970664365832,19%,34 : 66,47.0–48.7,0.3990384615384614,0.4463705308775731,0.470766129032258,0.809825673534073,0.4602803738317757
301–350,Swinburne University of Technology,Australia,"15,327",0.1087144089732528,25%,38 : 62,47.0–48.7,0.1634615384615384,0.256771397616468,0.8165322580645161,0.1315372424722662,0.7873831775700935
301–350,Taipei Medical University,United States,"5,946",0.037532355478861,10%,58 : 42,47.0–48.7,0.3942307692307691,0.2686890574214517,0.6280241935483871,0.8906497622820919,0.3703271028037383
301–350,Tampere University,Finland,"15,855",0.087144089732528,6%,54 : 46,47.0–48.7,0.1802884615384615,0.3087757313109426,0.7671370967741936,0.3042789223454833,0.4322429906542056
301–350,University of Tasmania,Australia,"18,264",0.0970664365832614,36%,60 : 40,47.0–48.7,0.1862980769230769,0.2968580715059588,0.7127016129032258,0.1774960380348653,0.8995327102803738
301–350,Technical University of Darmstadt,Germany,"15,526",0.1583261432269197,18%,34 : 66,47.0–48.7,0.3810096153846153,0.4420368364030336,0.4334677419354838,0.694136291600634,0.5315420560747663
301–350,Temple University,United States,"35,641",0.0522001725625539,8%,54 : 46,47.0–48.7,0.3100961538461538,0.1700975081256771,0.8336693548387096,0.05229793977813,0.2862149532710281
301–350,The University of Tennessee-Knoxville,United States,"27,308",0.0703192407247627,4%,58 : 42,47.0–48.7,0.2884615384615384,0.227518959913326,0.7883064516129032,0.1299524564183835,0.3808411214953272
301–350,Tokyo Institute of Technology,Japan,"9,878",0.039257981018119,17%,16 : 84,47.0–48.7,0.4579326923076923,0.5503791982665223,0.3044354838709677,0.6830427892234547,0.419392523364486
301–350,University College Cork,Ireland,"17,925",0.088006902502157,20%,59 : 41,47.0–48.7,0.1514423076923076,0.2318526543878656,0.8356854838709677,0.1632329635499207,0.8200934579439252
301–350,University of Victoria,Canada,"20,936",0.1044003451251078,21%,55 : 45,47.0–48.7,0.157451923076923,0.284940411700975,0.7530241935483871,0.1394611727416799,0.8492990654205608
351–400,American University of Beirut,Lebanon,"9,267",0.0358067299396031,22%,51 : 49,45.0–46.9,0.157451923076923,0.0801733477789815,0.8951612903225805,0.0966719492868463,0.7546728971962617
351–400,"Asia University, Taiwan",Taiwan,"11,421",0.128990509059534,7%,62 : 38,45.0–46.9,0.079326923076923,0.3152762730227518,0.7590725806451613,0.9556259904912838,0.4485981308411215
351–400,Ateneo de Manila University,Philippines,"13,159",0.0414150129421915,4%,51 : 49,45.0–46.9,0.2499999999999999,0.0227518959913326,0.969758064516129,0.011093502377179,0.2067757009345794
351–400,"Birkbeck, University of London",United Kingdom,"8,060",0.0698878343399482,40%,56 : 44,45.0–46.9,0.2259615384615384,0.2806067172264355,0.6653225806451613,0.0047543581616482,0.8948598130841123
351–400,University of Bremen,Germany,"12,635",0.0849870578084555,14%,53 : 47,45.0–46.9,0.298076923076923,0.3380281690140845,0.5866935483870968,0.1806656101426307,0.5327102803738317
351–400,University of Brescia,Italy,"15,133",0.1044003451251078,7%,46 : 54,45.0–46.9,0.1778846153846153,0.123510292524377,0.9516129032258064,0.05229793977813,0.3317757009345794
351–400,University of Cape Coast,United States,"28,451",0.1514236410698878,0%,33 : 67,45.0–46.9,0.0697115384615384,0.1440953412784398,0.9909274193548386,0.4199683042789224,0.3574766355140187
351–400,Catholic University of Portugal,Portugal,"11,213",0.0940465918895599,21%,63 : 37,45.0–46.9,0.1033653846153846,0.1278439869989165,0.9778225806451613,0.0301109350237717,0.5689252336448598
351–400,Central South University,China,"56,344",0.086281276962899,4%,58 : 42,45.0–46.9,0.2427884615384615,0.3661971830985916,0.654233870967742,0.8954041204437402,0.1425233644859813
351–400,Charles Darwin University,Australia,"7,246",0.1471095772217429,30%,69 : 31,45.0–46.9,0.1334134615384615,0.2795232936078007,0.7217741935483871,0.1426307448494452,0.7675233644859814
351–400,"City, University of London",United Kingdom,"15,460",0.0767903364969801,51%,57 : 43,45.0–46.9,0.1682692307692308,0.2372697724810401,0.6875,0.022187004754358,0.9450934579439252
351–400,University of Delaware,United States,"21,808",0.0685936151855047,12%,57 : 43,45.0–46.9,0.2067307692307692,0.3423618634886241,0.6461693548387097,0.8637083993660857,0.4369158878504672
351–400,East China Normal University,China,"28,055",0.0616911130284728,11%,64 : 36,45.0–46.9,0.3112980769230768,0.2730227518959913,0.6169354838709677,0.277337559429477,0.4742990654205608
351–400,Edith Cowan University,United States,"18,759",0.1294219154443485,28%,60 : 40,45.0–46.9,0.1021634615384615,0.1939328277356446,0.8024193548387097,0.0602218700475436,0.8563084112149533
351–400,Golestan University of Medical Sciences,Iran,"3,721",0.0478861087144089,11%,60 : 40,45.0–46.9,0.265625,0.0162513542795233,1.0,0.0015847860538826,0.2242990654205607
351–400,University of Greifswald,Germany,"10,291",0.087144089732528,8%,58 : 42,45.0–46.9,0.2439903846153846,0.2112676056338027,0.7741935483870968,0.080824088748019,0.4976635514018692
351–400,University of Hail,Saudi Arabia,"19,366",0.0465918895599654,10%,63 : 37,45.0–46.9,0.0769230769230769,0.0195016251354279,0.9868951612903226,0.0935023771790807,0.7967289719626167
351–400,Harbin Institute of Technology,China,"30,542",0.043572044866264,6%,58 : 42,45.0–46.9,0.3918269230769231,0.4279523293607801,0.4858870967741935,0.993660855784469,0.1577102803738317
351–400,Howard University,United States,"8,782",0.0336496980155306,6%,70 : 30,45.0–46.9,0.4098557692307693,0.1105092091007584,0.7903225806451613,0.0,0.2359813084112149
351–400,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,"43,110",0.0448662640207075,3%,39 : 61,45.0–46.9,0.2163461538461538,0.1115926327193932,0.8951612903225805,0.0586370839936608,0.5957943925233644
351–400,IMT Atlantique,France,"1,436",0.0314926660914581,33%,25 : 75,45.0–46.9,0.3088942307692307,0.3076923076923077,0.4969758064516129,0.8510301109350238,0.7371495327102804
351–400,James Cook University,Australia,"12,825",0.0849870578084555,32%,62 : 38,45.0–46.9,0.140625,0.2253521126760563,0.7782258064516129,0.1030110935023771,0.9310747663551402
351–400,JSS Academy of Higher Education and Research,India,"7,891",0.039257981018119,7%,54 : 46,45.0–46.9,0.2740384615384614,0.0216684723726977,0.9929435483870968,0.0237717908082408,0.2464953271028037
351–400,University of Kent,United Kingdom,"16,705",0.0716134598792062,29%,54 : 46,45.0–46.9,0.1959134615384615,0.2394366197183098,0.6733870967741935,0.0079239302694136,0.9100467289719628
351–400,Khalifa University,United States,"3,029",0.0362381363244176,22%,58 : 42,45.0–46.9,0.235576923076923,0.3217768147345612,0.5584677419354839,0.908082408874802,0.919392523364486
351–400,Kurdistan University of Medical Sciences,Iran,"3,181",0.043572044866264,2%,49 : 51,45.0–46.9,0.2944711538461538,0.0260021668472372,0.9838709677419356,0.011093502377179,0.1121495327102803
351–400,Leuphana University of Lüneburg,Germany,"7,839",0.1108714408973252,7%,62 : 38,45.0–46.9,0.1634615384615384,0.1592632719393283,0.8991935483870968,0.0316957210776545,0.469626168224299
351–400,University of Liège,Belgium,"21,910",0.1138912855910267,21%,58 : 42,45.0–46.9,0.1826923076923076,0.3358613217768147,0.6189516129032259,0.7733755942947702,0.6810747663551402
351–400,Loughborough University,United Kingdom,"15,815",0.0578084555651423,29%,41 : 59,45.0–46.9,0.2475961538461538,0.2730227518959913,0.6068548387096774,0.0538827258320125,0.8703271028037383
351–400,University of Malaya,Malaysia,"18,320",0.0405522001725625,18%,58 : 42,45.0–46.9,0.3100961538461538,0.2730227518959913,0.6088709677419355,0.0919175911251981,0.8014018691588785
351–400,University of Manitoba,Canada,"29,561",0.1251078515962036,20%,54 : 46,45.0–46.9,0.2536057692307693,0.2578548212351029,0.7479838709677419,0.0206022187004755,0.4964953271028038
351–400,Mazandaran University of Medical Sciences,Iran,"7,845",0.0634167385677308,1%,57 : 43,45.0–46.9,0.3629807692307691,0.0400866738894907,0.9324596774193548,0.0824088748019017,0.0852803738317757
351–400,University of Naples Federico II,Italy,"53,319",0.08541846419327,2%,55 : 45,45.0–46.9,0.2692307692307693,0.2264355362946912,0.7731854838709677,0.0903328050713153,0.2126168224299065
351–400,University of New Mexico (Main campus),United States,"18,046",0.0711820534943917,5%,56 : 44,45.0–46.9,0.2776442307692308,0.2372697724810401,0.7429435483870968,0.0332805071315371,0.2745327102803738
351–400,North Carolina State University,United States,"31,540",0.0698878343399482,14%,48 : 52,45.0–46.9,0.3521634615384614,0.333694474539545,0.59375,0.1679873217115689,0.4754672897196261
351–400,University of Rome II – Tor Vergata,Italy,"24,038",0.128990509059534,20%,56 : 44,45.0–46.9,0.3377403846153846,0.2318526543878656,0.6350806451612903,0.1410459587955626,0.5981308411214954
351–400,"Royal Holloway, University of London",United Kingdom,"10,640",0.0634167385677308,35%,57 : 43,45.0–46.9,0.2055288461538461,0.227518959913326,0.6733870967741935,0.0412044374009508,0.905373831775701
351–400,Royal Veterinary College,United Kingdom,"2,250",0.043572044866264,30%,80 : 20,45.0–46.9,0.1538461538461538,0.1375947995666305,0.7943548387096774,0.1537242472266244,0.9264018691588788
351–400,Rush University,United States,"2,757",0.0073339085418464,1%,76 : 24,45.0–46.9,0.3521634615384614,0.085590465872156,0.9002016129032258,0.1141045958795562,0.0934579439252336
351–400,Shoolini University of Biotechnology and Management Sciences,India,"2,973",0.0599654874892148,2%,45 : 55,45.0–46.9,0.1394230769230769,0.075839653304442,0.9828629032258064,0.0158478605388272,0.4088785046728972
351–400,University of Stirling,United Kingdom,"9,855",0.0672993960310612,27%,64 : 36,45.0–46.9,0.1358173076923076,0.2004333694474539,0.7923387096774194,0.0063391442155308,0.8411214953271027
351–400,Swedish University of Agricultural Sciences,Sweden,"4,216",0.0181190681622088,7%,70 : 30,45.0–46.9,0.219951923076923,0.2600216684723726,0.7157258064516129,0.8288431061806656,0.4439252336448598
351–400,University of Texas at Dallas,United States,"25,464",0.091458153580673,20%,43 : 57,45.0–46.9,0.1586538461538461,0.2123510292524376,0.8114919354838709,0.0919175911251981,0.4941588785046728
351–400,Tulane University,United States,"11,220",0.0306298533218291,11%,58 : 42,45.0–46.9,0.3641826923076923,0.1690140845070422,0.7338709677419354,0.0301109350237717,0.3469626168224298
351–400,University of Turku,United States,"13,012",0.0642795513373598,5%,64 : 36,45.0–46.9,0.1935096153846154,0.2730227518959913,0.7368951612903226,0.0285261489698891,0.4602803738317757
351–400,University of Vaasa,Finland,"3,873",0.084555651423641,4%,53 : 47,45.0–46.9,0.0961538461538461,0.1960996749729144,0.8790322580645161,0.0253565768621235,0.6086448598130842
351–400,Verona University,Italy,"18,621",0.1009490940465919,4%,64 : 36,45.0–46.9,0.2379807692307692,0.2015167930660888,0.7983870967741935,0.1362916006339144,0.330607476635514
351–400,Wake Forest University,United States,"8,122",0.0155306298533218,10%,54 : 46,45.0–46.9,0.3341346153846153,0.1386782231852654,0.8175403225806452,0.1394611727416799,0.2207943925233644
351–400,Washington State University,United States,"29,463",0.0823986194995686,7%,54 : 46,45.0–46.9,0.2620192307692307,0.2741061755146262,0.6935483870967741,0.2202852614896988,0.4205607476635514
351–400,Wroclaw Medical University,Poland,"6,769",0.0388265746333045,14%,71 : 29,45.0–46.9,0.3365384615384615,0.0465872156013001,0.8891129032258064,0.0206022187004755,0.2733644859813084
401–500,Alagappa University,India,"4,831",0.0660051768766177,0%,63 : 37,42.1–44.9,0.2764423076923077,0.0390032502708559,0.8266129032258064,0.0047543581616482,0.2453271028037383
401–500,University of Alaska Fairbanks,United States,"2,910",0.0293356341673856,6%,53 : 47,42.1–44.9,0.2103365384615384,0.189599133261105,0.6975806451612903,0.1711568938193344,0.5362149532710281
401–500,Arak University of Medical Sciences,Iran,"3,500",0.0301984469370146,1%,56 : 44,42.1–44.9,0.15625,0.0151679306608884,1.0,0.0,0.0443925233644859
401–500,Aston University,United Kingdom,"12,015",0.0750647109577221,25%,48 : 52,42.1–44.9,0.1069711538461538,0.189599133261105,0.7661290322580645,0.0301109350237717,0.9170560747663552
401–500,Aswan University,Egypt,"31,877",0.1997411561691113,2%,55 : 45,42.1–44.9,0.0612980769230769,0.0455037919826652,0.9848790322580644,0.0015847860538826,0.3936915887850467
401–500,Babol University of Medical Sciences,Iran,"4,102",0.0491803278688524,0%,58 : 42,42.1–44.9,0.2487980769230769,0.0346695557963163,0.972782258064516,0.0063391442155308,0.050233644859813
401–500,Babol Noshirvani University of Technology,Iran,"6,180",0.1220880069025021,0%,33 : 67,42.1–44.9,0.1045673076923077,0.1462621885157096,0.9838709677419356,0.0253565768621235,0.102803738317757
401–500,Bangor University,United Kingdom,"8,790",0.0660051768766177,26%,61 : 39,42.1–44.9,0.2007211538461538,0.1874322860238353,0.7237903225806451,0.0079239302694136,0.8200934579439252
401–500,University of Bayreuth,Germany,"9,734",0.1130284728213977,12%,47 : 53,42.1–44.9,0.298076923076923,0.3466955579631635,0.5463709677419355,0.259904912836767,0.5163551401869158
401–500,Brunel University London,United Kingdom,"13,040",0.0716134598792062,39%,47 : 53,42.1–44.9,0.1526442307692307,0.2058504875406283,0.6965725806451614,0.0158478605388272,0.9672897196261684
401–500,University of Campinas,Brazil,"31,199",0.0750647109577221,3%,46 : 54,42.1–44.9,0.4362980769230768,0.4257854821235103,0.3790322580645161,0.1188589540412043,0.2336448598130841
401–500,Cankaya University,Turkey,"7,113",0.1078515962036238,1%,46 : 54,42.1–44.9,0.046875,0.0628385698808234,1.0,0.0126782884310618,0.3808411214953272
401–500,University of Catania,Italy,"26,902",0.089732528041415,3%,58 : 42,42.1–44.9,0.235576923076923,0.1527627302275189,0.7953629032258065,0.0396196513470681,0.2079439252336448
401–500,Claude Bernard University Lyon 1,France,"28,253",0.0543572044866264,14%,54 : 46,42.1–44.9,0.2944711538461538,0.2145178764897074,0.6522177419354839,0.0744849445324881,0.5245327102803738
401–500,Colorado School of Mines,United States,"6,350",0.0742018981880932,9%,31 : 69,42.1–44.9,0.2692307692307693,0.2481040086673889,0.627016129032258,0.1473851030110935,0.2686915887850467
401–500,"Colorado State University, Fort Collins",United States,"29,351",0.0746333045729076,6%,55 : 45,42.1–44.9,0.2415865384615384,0.2405200433369447,0.720766129032258,0.0966719492868463,0.2920560747663551
401–500,Complutense University of Madrid,Spain,"61,128",0.0858498705780845,12%,62 : 38,42.1–44.9,0.2379807692307692,0.295774647887324,0.6018145161290323,0.0348652931854199,0.3574766355140187
401–500,University of Connecticut,United States,"27,752",0.0569456427955133,12%,52 : 48,42.1–44.9,0.3305288461538461,0.2372697724810401,0.594758064516129,0.0491283676703644,0.4754672897196261
401–500,University of Crete,Greece,"13,808",0.1173425366695427,4%,63 : 37,42.1–44.9,0.1081730769230769,0.2015167930660888,0.8205645161290323,0.2234548335974643,0.4007009345794393
401–500,University of Cyprus,United States,"6,875",0.0849870578084555,13%,60 : 40,42.1–44.9,0.1730769230769231,0.1700975081256771,0.6673387096774194,0.2947702060221869,0.8095794392523366
401–500,University of Denver,United States,"10,001",0.0543572044866264,6%,60 : 40,42.1–44.9,0.3425480769230768,0.1874322860238353,0.6955645161290323,0.0158478605388272,0.1565420560747663
401–500,Dublin City University,Ireland,"13,956",0.1078515962036238,17%,59 : 41,42.1–44.9,0.1478365384615384,0.2860238353196099,0.6290322580645161,0.0903328050713153,0.7955607476635513
401–500,Duy Tan University,Vietnam,"21,670",0.0927523727351164,0%,62 : 38,42.1–44.9,0.0336538461538461,0.056338028169014,1.0,0.0126782884310618,0.4030373831775701
401–500,Edinburgh Napier University,United Kingdom,"11,535",0.086281276962899,35%,53 : 47,42.1–44.9,0.0757211538461538,0.104008667388949,0.8114919354838709,0.0015847860538826,0.860981308411215
401–500,University of Electronic Science and Technology of China,China,"35,232",0.0647109577221742,3%,30 : 70,42.1–44.9,0.2127403846153846,0.2578548212351029,0.6683467741935483,0.4770206022187004,0.2137850467289719
401–500,Ferhat Abbas Sétif University 1,Algeria,"34,637",0.0962036238136324,1%,63 : 37,42.1–44.9,0.079326923076923,0.1343445287107259,0.9465725806451613,0.0,0.3025700934579439
401–500,University of Ferrara,Italy,"20,507",0.1389128559102674,5%,61 : 39,42.1–44.9,0.2379807692307692,0.1874322860238353,0.7036290322580644,0.0966719492868463,0.330607476635514
401–500,University of Florence,Italy,"39,407",0.0974978429680759,9%,56 : 44,42.1–44.9,0.2788461538461537,0.2708559046587215,0.6532258064516129,0.1283676703645008,0.3574766355140187
401–500,Free University of Bozen-Bolzano,Italy,"4,236",0.0526315789473684,15%,68 : 32,42.1–44.9,0.1430288461538461,0.1300108342361863,0.8316532258064515,0.0253565768621235,0.7021028037383177
401–500,University of Genoa,Italy,"20,447",0.1005176876617773,8%,57 : 43,42.1–44.9,0.298076923076923,0.2264355362946912,0.6622983870967741,0.1806656101426307,0.3481308411214953
401–500,Georgia State University,United States,"34,734",0.0729076790336497,5%,58 : 42,42.1–44.9,0.2728365384615384,0.2112676056338027,0.6491935483870968,0.0190174326465927,0.3422897196261682
401–500,Université Grenoble Alpes,France,"50,868",0.0767903364969801,17%,52 : 48,42.1–44.9,0.3125,0.2990249187432285,0.5574596774193549,0.0554675118858953,0.6004672897196262
401–500,Hanyang University,United States,"20,079",0.0612597066436583,20%,58 : 42,42.1–44.9,0.3629807692307691,0.3618634886240519,0.4032258064516129,0.8383518225039619,0.5794392523364487
401–500,Hunan University,China,"41,580",0.0785159620362381,2%,47 : 53,42.1–44.9,0.1490384615384615,0.2058504875406283,0.8749999999999999,0.3518225039619651,0.1343457943925233
401–500,University of Ibadan,Nigeria,"26,156",0.0742018981880932,0%,49 : 51,42.1–44.9,0.2223557692307692,0.0899241603466955,0.8356854838709677,0.0079239302694136,0.2383177570093458
401–500,Illinois Institute of Technology,United States,"6,386",0.0478861087144089,41%,37 : 63,42.1–44.9,0.3786057692307693,0.1560130010834236,0.6068548387096774,0.0443740095087163,0.6214953271028036
401–500,University of Innsbruck,Austria,"13,918",0.0931837791199309,46%,53 : 47,42.1–44.9,0.2680288461538461,0.2459371614301192,0.5554435483870968,0.2472266244057052,0.9591121495327104
401–500,Institut Agro,France,"2,148",0.0478861087144089,16%,65 : 35,42.1–44.9,0.2860576923076923,0.2502708559046587,0.5877016129032258,0.1553090332805071,0.5292056074766356
401–500,University of International Business and Economics,China,"16,061",0.0660051768766177,15%,69 : 31,42.1–44.9,0.1874999999999999,0.0888407367280606,0.8387096774193549,0.0190174326465927,0.469626168224299
401–500,Iowa State University,United States,"28,767",0.0703192407247627,10%,44 : 56,42.1–44.9,0.2872596153846154,0.3196099674972914,0.561491935483871,0.2234548335974643,0.2967289719626168
401–500,Jazan University,Saudi Arabia,"26,568",0.0543572044866264,3%,64 : 36,42.1–44.9,0.0709134615384615,0.0119176598049837,0.969758064516129,0.0031695721077654,0.7091121495327102
401–500,Justus Liebig University Giessen,Germany,"28,278",0.1906816220880069,11%,63 : 37,42.1–44.9,0.2584134615384615,0.323943661971831,0.5987903225806451,0.1077654516640254,0.4404205607476635
401–500,University of Jyväskylä,Finland,"10,444",0.0603968938740293,3%,62 : 38,42.1–44.9,0.2031249999999999,0.2806067172264355,0.6774193548387096,0.0206022187004755,0.433411214953271
401–500,University of Kansas,United States,"24,435",0.040983606557377,8%,53 : 47,42.1–44.9,0.3185096153846154,0.1841820151679306,0.6693548387096775,0.1489698890649762,0.4100467289719626
401–500,University of Klagenfurt,Austria,"3,562",0.0414150129421915,28%,68 : 32,42.1–44.9,0.1430288461538461,0.1170097508125677,0.7449596774193549,0.0253565768621235,0.8971962616822431
401–500,Koç University,Turkey,"5,882",0.0832614322691975,8%,48 : 52,42.1–44.9,0.2295673076923076,0.3781148429035752,0.5574596774193549,1.0,0.411214953271028
401–500,University of KwaZulu-Natal,United States,"35,795",0.1281276962899051,2%,60 : 40,42.1–44.9,0.2259615384615384,0.2925243770314193,0.6360887096774194,0.0206022187004755,0.4369158878504672
401–500,University of Lagos,Nigeria,"36,237",0.0910267471958585,0%,48 : 52,42.1–44.9,0.0829326923076923,0.0715059588299024,0.9768145161290324,0.063391442155309,0.2324766355140187
401–500,Leibniz University Hannover,Germany,"21,677",0.1867989646246764,18%,42 : 58,42.1–44.9,0.3305288461538461,0.3445287107258938,0.4576612903225807,0.190174326465927,0.4742990654205608
401–500,Lincoln University,New Zealand,"2,492",0.0556514236410698,44%,51 : 49,42.1–44.9,0.2175480769230769,0.1646803900325027,0.595766129032258,0.2345483359746434,0.9614485981308412
401–500,University of Lincoln,United Kingdom,"14,480",0.0660051768766177,13%,55 : 45,42.1–44.9,0.0745192307692307,0.1083423618634886,0.8568548387096774,0.0095087163232963,0.7161214953271029
401–500,Liverpool John Moores University,United Kingdom,"21,725",0.0733390854184641,16%,54 : 46,42.1–44.9,0.1117788461538461,0.1256771397616468,0.810483870967742,0.0079239302694136,0.7371495327102804
401–500,Mahatma Gandhi University,India,"1,855",0.0612597066436583,2%,61 : 39,42.1–44.9,0.3713942307692307,0.2611050920910076,0.5776209677419355,0.0158478605388272,0.0911214953271027
401–500,University of Marburg,Germany,"23,383",0.1328731665228645,12%,56 : 44,42.1–44.9,0.2932692307692307,0.2459371614301192,0.6381048387096774,0.0,0.4649532710280373
401–500,Maynooth University,Ireland,"11,454",0.1212251941328731,15%,55 : 45,42.1–44.9,0.1213942307692307,0.2329360780065005,0.7147177419354839,0.0412044374009508,0.7990654205607477
401–500,Middlesex University,United Kingdom,"15,905",0.0789473684210526,50%,58 : 42,42.1–44.9,0.1165865384615384,0.1321776814734561,0.751008064516129,0.0047543581616482,0.8983644859813085
401–500,University of Modena and Reggio Emilia,Italy,"21,409",0.1143226919758412,5%,53 : 47,42.1–44.9,0.2536057692307693,0.171180931744312,0.7187499999999999,0.1933438985736926,0.2745327102803738
401–500,Muhimbili University of Health and Allied Sciences,Tanzania,"3,626",0.0470232959447799,3%,41 : 59,42.1–44.9,0.0649038461538461,0.0390032502708559,0.998991935483871,0.0348652931854199,0.4100467289719626
401–500,Murdoch University,Australia,"16,641",0.1557377049180328,40%,61 : 39,42.1–44.9,0.1201923076923077,0.2210184182015168,0.7036290322580644,0.1553090332805071,0.9240654205607476
401–500,National and Kapodistrian University of Athens,Greece,"66,649",0.1320103537532355,11%,59 : 41,42.1–44.9,0.1262019230769231,0.1375947995666305,0.8225806451612904,0.491283676703645,0.4929906542056074
401–500,University of Nebraska-Lincoln,United States,"24,909",0.0707506471095772,10%,49 : 51,42.1–44.9,0.2692307692307693,0.2556879739978331,0.6018145161290323,0.0427892234548336,0.4906542056074767
401–500,University of Nebraska Medical Center,United States,"3,181",0.0069025021570319,9%,69 : 31,42.1–44.9,0.2800480769230768,0.056338028169014,0.8306451612903226,0.05229793977813,0.3761682242990654
401–500,Norwegian University of Science and Technology,Norway,"37,707",0.0664365832614322,9%,48 : 52,42.1–44.9,0.2211538461538461,0.295774647887324,0.5977822580645161,0.0950871632329635,0.6238317757009346
401–500,Nova Southeastern University,United States,"17,952",0.0685936151855047,4%,70 : 30,42.1–44.9,0.3341346153846153,0.0346695557963163,0.873991935483871,0.0,0.1728971962616822
401–500,Örebro University,Sweden,"10,005",0.0638481449525453,5%,61 : 39,42.1–44.9,0.0733173076923076,0.1560130010834236,0.8699596774193548,0.0126782884310618,0.4789719626168224
401–500,University of Passau,Germany,"9,703",0.2968075927523727,12%,61 : 39,42.1–44.9,0.2884615384615384,0.33261105092091,0.5413306451612904,0.0966719492868463,0.4614485981308411
401–500,University of Pisa,Italy,"33,791",0.0927523727351164,6%,51 : 49,42.1–44.9,0.2067307692307692,0.247020585048754,0.6895161290322581,0.0760697305863709,0.3095794392523365
401–500,University of Plymouth,United Kingdom,"15,605",0.0746333045729076,16%,58 : 42,42.1–44.9,0.1274038461538461,0.1657638136511376,0.7943548387096774,0.0047543581616482,0.6880841121495327
401–500,Pontificia Universidad Católica de Chile,Chile,"31,578",0.0672993960310612,4%,58 : 42,42.1–44.9,0.1514423076923076,0.2654387865655471,0.6592741935483871,0.5293185419968305,0.491822429906542
401–500,University of Porto,Portugal,"33,484",0.0681622088006902,16%,55 : 45,42.1–44.9,0.1802884615384615,0.2697724810400866,0.6340725806451613,0.0792393026941362,0.5116822429906542
401–500,University of Portsmouth,United Kingdom,"22,490",0.0690250215703192,29%,47 : 53,42.1–44.9,0.0865384615384615,0.1278439869989165,0.7610887096774193,0.011093502377179,0.9030373831775702
401–500,Qazvin University of Medical Sciences,Iran,"2,598",0.0379637618636755,1%,57 : 43,42.1–44.9,0.2283653846153846,0.0314192849404117,0.998991935483871,0.0015847860538826,0.0992990654205607
401–500,Qom University of Medical Sciences,Iran,"2,272",0.037532355478861,4%,57 : 43,42.1–44.9,0.2079326923076922,0.0260021668472372,1.0,0.0015847860538826,0.0619158878504672
401–500,Quaid-i-Azam University,Pakistan,"9,250",0.0694564279551337,1%,51 : 49,42.1–44.9,0.1838942307692307,0.1679306608884073,0.7852822580645161,0.0206022187004755,0.4030373831775701
401–500,Sabancı University,United States,"3,819",0.084555651423641,10%,38 : 62,42.1–44.9,0.1670673076923076,0.3282773564463705,0.5665322580645161,0.5784469096671949,0.5327102803738317
